inner_tuples,inner_selectivity,inner_val_max,outer_tuples,outer_selectivity,outer_val_max,groups,hh_groups,hh_probability,threads,repeat,nanoseconds
100,1.000000,99999,1000000000,1.000000,99999,100000000,0,0.000000,1,5,84349540146
100,1.000000,99999,1000000000,1.000000,99999,100000000,0,0.000000,2,1,41481269420
100,1.000000,99999,1000000000,1.000000,99999,100000000,0,0.000000,2,2,41503069317
100,1.000000,99999,1000000000,1.000000,99999,100000000,0,0.000000,2,3,42083057729
100,1.000000,99999,1000000000,1.000000,99999,100000000,0,0.000000,2,4,41505851333
100,1.000000,99999,1000000000,1.000000,99999,100000000,0,0.000000,2,5,41499625559
100,1.000000,99999,1000000000,1.000000,99999,100000000,0,0.000000,4,1,21411400167
100,1.000000,99999,1000000000,1.000000,99999,100000000,0,0.000000,4,2,21873147464
100,1.000000,99999,1000000000,1.000000,99999,100000000,0,0.000000,4,3,21419535474
100,1.000000,99999,1000000000,1.000000,99999,100000000,0,0.000000,4,4,21828577839
100,1.000000,99999,1000000000,1.000000,99999,100000000,0,0.000000,4,5,21948234490
100,1.000000,99999,1000000000,1.000000,99999,100000000,0,0.000000,8,1,11993190164
100,1.000000,99999,1000000000,1.000000,99999,100000000,0,0.000000,8,2,11849070704
100,1.000000,99999,1000000000,1.000000,99999,100000000,0,0.000000,8,3,11959967057
100,1.000000,99999,1000000000,1.000000,99999,100000000,0,0.000000,8,4,11812755617
100,1.000000,99999,1000000000,1.000000,99999,100000000,0,0.000000,8,5,11797900504
100,1.000000,99999,1000000000,1.000000,99999,100000000,0,0.000000,16,1,9709402787
100,1.000000,99999,1000000000,1.000000,99999,100000000,0,0.000000,16,2,9688288280
100,1.000000,99999,1000000000,1.000000,99999,100000000,0,0.000000,16,3,9705953707
100,1.000000,99999,1000000000,1.000000,99999,100000000,0,0.000000,16,4,9673123302
100,1.000000,99999,1000000000,1.000000,99999,100000000,0,0.000000,16,5,9690666482
100,1.000000,99999,1000000000,1.000000,99999,100000000,100,0.500000,1,1,60250285585
100,1.000000,99999,1000000000,1.000000,99999,100000000,100,0.500000,1,2,60210308155
100,1.000000,99999,1000000000,1.000000,99999,100000000,100,0.500000,1,3,60218668492
100,1.000000,99999,1000000000,1.000000,99999,100000000,100,0.500000,1,4,60265099235
100,1.000000,99999,1000000000,1.000000,99999,100000000,100,0.500000,1,5,60282621381
100,1.000000,99999,1000000000,1.000000,99999,100000000,100,0.500000,2,1,31272653210
100,1.000000,99999,1000000000,1.000000,99999,100000000,100,0.500000,2,2,31286972586
100,1.000000,99999,1000000000,1.000000,99999,100000000,100,0.500000,2,3,31575314085
100,1.000000,99999,1000000000,1.000000,99999,100000000,100,0.500000,2,4,31244616064
100,1.000000,99999,1000000000,1.000000,99999,100000000,100,0.500000,2,5,31232596830
100,1.000000,99999,1000000000,1.000000,99999,100000000,100,0.500000,4,1,16029104907
100,1.000000,99999,1000000000,1.000000,99999,100000000,100,0.500000,4,2,16079707045
100,1.000000,99999,1000000000,1.000000,99999,100000000,100,0.500000,4,3,16087250238
100,1.000000,99999,1000000000,1.000000,99999,100000000,100,0.500000,4,4,16218401484
100,1.000000,99999,1000000000,1.000000,99999,100000000,100,0.500000,4,5,16260449618
100,1.000000,99999,1000000000,1.000000,99999,100000000,100,0.500000,8,1,8814785334
100,1.000000,99999,1000000000,1.000000,99999,100000000,100,0.500000,8,2,8793999838
100,1.000000,99999,1000000000,1.000000,99999,100000000,100,0.500000,8,3,8788428034
100,1.000000,99999,1000000000,1.000000,99999,100000000,100,0.500000,8,4,8785037028
100,1.000000,99999,1000000000,1.000000,99999,100000000,100,0.500000,8,5,8814479913
100,1.000000,99999,1000000000,1.000000,99999,100000000,100,0.500000,16,1,7037068459
100,1.000000,99999,1000000000,1.000000,99999,100000000,100,0.500000,16,2,6985113954
100,1.000000,99999,1000000000,1.000000,99999,100000000,100,0.500000,16,3,6987879566
100,1.000000,99999,1000000000,1.000000,99999,100000000,100,0.500000,16,4,6990911640
100,1.000000,99999,1000000000,1.000000,99999,100000000,100,0.500000,16,5,6985237436
100,1.000000,99999,1000000000,1.000000,99999,100000000,100,1.000000,1,1,24939401584
100,1.000000,99999,1000000000,1.000000,99999,100000000,100,1.000000,1,2,25405784534
100,1.000000,99999,1000000000,1.000000,99999,100000000,100,1.000000,1,3,24962403249
100,1.000000,99999,1000000000,1.000000,99999,100000000,100,1.000000,1,4,24959348721
100,1.000000,99999,1000000000,1.000000,99999,100000000,100,1.000000,1,5,24937759471
100,1.000000,99999,1000000000,1.000000,99999,100000000,100,1.000000,2,1,12936735540
100,1.000000,99999,1000000000,1.000000,99999,100000000,100,1.000000,2,2,13172403122
100,1.000000,99999,1000000000,1.000000,99999,100000000,100,1.000000,2,3,13197655858
100,1.000000,99999,1000000000,1.000000,99999,100000000,100,1.000000,2,4,13103722797
100,1.000000,99999,1000000000,1.000000,99999,100000000,100,1.000000,2,5,13111639097
100,1.000000,99999,1000000000,1.000000,99999,100000000,100,1.000000,4,1,6874622859
100,1.000000,99999,1000000000,1.000000,99999,100000000,100,1.000000,4,2,6891593464
100,1.000000,99999,1000000000,1.000000,99999,100000000,100,1.000000,4,3,6861435137
100,1.000000,99999,1000000000,1.000000,99999,100000000,100,1.000000,4,4,6932114489
100,1.000000,99999,1000000000,1.000000,99999,100000000,100,1.000000,4,5,6960878325
100,1.000000,99999,1000000000,1.000000,99999,100000000,100,1.000000,8,1,4093056095
100,1.000000,99999,1000000000,1.000000,99999,100000000,100,1.000000,8,2,4045649753
100,1.000000,99999,1000000000,1.000000,99999,100000000,100,1.000000,8,3,4093972510
100,1.000000,99999,1000000000,1.000000,99999,100000000,100,1.000000,8,4,4176944673
100,1.000000,99999,1000000000,1.000000,99999,100000000,100,1.000000,8,5,4107026782
100,1.000000,99999,1000000000,1.000000,99999,100000000,100,1.000000,16,1,3087169513
100,1.000000,99999,1000000000,1.000000,99999,100000000,100,1.000000,16,2,3173505244
100,1.000000,99999,1000000000,1.000000,99999,100000000,100,1.000000,16,3,3123854156
100,1.000000,99999,1000000000,1.000000,99999,100000000,100,1.000000,16,4,3081556173
100,1.000000,99999,1000000000,1.000000,99999,100000000,100,1.000000,16,5,3077314129
100,1.000000,99999,1000000000,1.000000,99999,100000000,10000,1.000000,1,1,59524224178
100,1.000000,99999,1000000000,1.000000,99999,100000000,10000,1.000000,1,2,59511399332
100,1.000000,99999,1000000000,1.000000,99999,100000000,10000,1.000000,1,3,59545723309
100,1.000000,99999,1000000000,1.000000,99999,100000000,10000,1.000000,1,4,59518287457
100,1.000000,99999,1000000000,1.000000,99999,100000000,10000,1.000000,1,5,59512474952
100,1.000000,99999,1000000000,1.000000,99999,100000000,10000,1.000000,2,1,34698843886
100,1.000000,99999,1000000000,1.000000,99999,100000000,10000,1.000000,2,2,34272010983
100,1.000000,99999,1000000000,1.000000,99999,100000000,10000,1.000000,2,3,34269347564
100,1.000000,99999,1000000000,1.000000,99999,100000000,10000,1.000000,2,4,34753591664
100,1.000000,99999,1000000000,1.000000,99999,100000000,10000,1.000000,2,5,34583480128
100,1.000000,99999,1000000000,1.000000,99999,100000000,10000,1.000000,4,1,17769890243
100,1.000000,99999,1000000000,1.000000,99999,100000000,10000,1.000000,4,2,17914319304
100,1.000000,99999,1000000000,1.000000,99999,100000000,10000,1.000000,4,3,17723958324
100,1.000000,99999,1000000000,1.000000,99999,100000000,10000,1.000000,4,4,17737362975
100,1.000000,99999,1000000000,1.000000,99999,100000000,10000,1.000000,4,5,17735478843
100,1.000000,99999,1000000000,1.000000,99999,100000000,10000,1.000000,8,1,9586278725
100,1.000000,99999,1000000000,1.000000,99999,100000000,10000,1.000000,8,2,9591508252
100,1.000000,99999,1000000000,1.000000,99999,100000000,10000,1.000000,8,3,9522956163
100,1.000000,99999,1000000000,1.000000,99999,100000000,10000,1.000000,8,4,9585181512
100,1.000000,99999,1000000000,1.000000,99999,100000000,10000,1.000000,8,5,9803272600
100,1.000000,99999,1000000000,1.000000,99999,100000000,10000,1.000000,16,1,7726697010
100,1.000000,99999,1000000000,1.000000,99999,100000000,10000,1.000000,16,2,7613788819
100,1.000000,99999,1000000000,1.000000,99999,100000000,10000,1.000000,16,3,7548581778
100,1.000000,99999,1000000000,1.000000,99999,100000000,10000,1.000000,16,4,7534970926
100,1.000000,99999,1000000000,1.000000,99999,100000000,10000,1.000000,16,5,7558374656
100000,1.000000,99999,1000000000,1.000000,99999,100,0,0.000000,1,1,15380180817
100000,1.000000,99999,1000000000,1.000000,99999,100,0,0.000000,1,2,15343925804
100000,1.000000,99999,1000000000,1.000000,99999,100,0,0.000000,1,3,15386104665
100000,1.000000,99999,1000000000,1.000000,99999,100,0,0.000000,1,4,15514653235
100000,1.000000,99999,1000000000,1.000000,99999,100,0,0.000000,1,5,15389010947
100000,1.000000,99999,1000000000,1.000000,99999,100,0,0.000000,2,1,7772074173
100000,1.000000,99999,1000000000,1.000000,99999,100,0,0.000000,2,2,7780506871
100000,1.000000,99999,1000000000,1.000000,99999,100,0,0.000000,2,3,7702668686
100000,1.000000,99999,1000000000,1.000000,99999,100,0,0.000000,2,4,7691777893
100000,1.000000,99999,1000000000,1.000000,99999,100,0,0.000000,2,5,7756872176
100000,1.000000,99999,1000000000,1.000000,99999,100,0,0.000000,4,1,3897353244
100000,1.000000,99999,1000000000,1.000000,99999,100,0,0.000000,4,2,3911551352
100000,1.000000,99999,1000000000,1.000000,99999,100,0,0.000000,4,3,3915323356
100000,1.000000,99999,1000000000,1.000000,99999,100,0,0.000000,4,4,3908691677
100000,1.000000,99999,1000000000,1.000000,99999,100,0,0.000000,4,5,3911605141
100000,1.000000,99999,1000000000,1.000000,99999,100,0,0.000000,8,1,2135595204
100000,1.000000,99999,1000000000,1.000000,99999,100,0,0.000000,8,2,2103983441
100000,1.000000,99999,1000000000,1.000000,99999,100,0,0.000000,8,3,2199878112
100000,1.000000,99999,1000000000,1.000000,99999,100,0,0.000000,8,4,2180193146
100000,1.000000,99999,1000000000,1.000000,99999,100,0,0.000000,8,5,2189153761
100000,1.000000,99999,1000000000,1.000000,99999,100,0,0.000000,16,1,1658797146
100000,1.000000,99999,1000000000,1.000000,99999,100,0,0.000000,16,2,1625318616
100000,1.000000,99999,1000000000,1.000000,99999,100,0,0.000000,16,3,1629661918
100000,1.000000,99999,1000000000,1.000000,99999,100,0,0.000000,16,4,1623848176
100000,1.000000,99999,1000000000,1.000000,99999,100,0,0.000000,16,5,1617364584
100000,1.000000,99999,1000000000,1.000000,99999,10000,0,0.000000,1,1,59129647023
100000,1.000000,99999,1000000000,1.000000,99999,10000,0,0.000000,1,2,59109991463
100000,1.000000,99999,1000000000,1.000000,99999,10000,0,0.000000,1,3,59084526449
100000,1.000000,99999,1000000000,1.000000,99999,10000,0,0.000000,1,4,59161130772
100000,1.000000,99999,1000000000,1.000000,99999,10000,0,0.000000,1,5,59157199360
100000,1.000000,99999,1000000000,1.000000,99999,10000,0,0.000000,2,1,44416182152
100000,1.000000,99999,1000000000,1.000000,99999,10000,0,0.000000,2,2,44148605637
100000,1.000000,99999,1000000000,1.000000,99999,10000,0,0.000000,2,3,44109734462
100000,1.000000,99999,1000000000,1.000000,99999,10000,0,0.000000,2,4,44394514295
100000,1.000000,99999,1000000000,1.000000,99999,10000,0,0.000000,2,5,44105418868
100000,1.000000,99999,1000000000,1.000000,99999,10000,0,0.000000,4,1,23181141302
100000,1.000000,99999,1000000000,1.000000,99999,10000,0,0.000000,4,2,23177684982
100000,1.000000,99999,1000000000,1.000000,99999,10000,0,0.000000,4,3,23209546159
100000,1.000000,99999,1000000000,1.000000,99999,10000,0,0.000000,4,4,23110012262
100000,1.000000,99999,1000000000,1.000000,99999,10000,0,0.000000,4,5,23300258931
100000,1.000000,99999,1000000000,1.000000,99999,10000,0,0.000000,8,1,12586664583
100000,1.000000,99999,1000000000,1.000000,99999,10000,0,0.000000,8,2,12599797198
100000,1.000000,99999,1000000000,1.000000,99999,10000,0,0.000000,8,3,12526800570
100000,1.000000,99999,1000000000,1.000000,99999,10000,0,0.000000,8,4,12633668310
100000,1.000000,99999,1000000000,1.000000,99999,10000,0,0.000000,8,5,12596758080
100000,1.000000,99999,1000000000,1.000000,99999,10000,0,0.000000,16,1,9457404536
100000,1.000000,99999,1000000000,1.000000,99999,10000,0,0.000000,16,2,9441808948
100000,1.000000,99999,1000000000,1.000000,99999,10000,0,0.000000,16,3,9451351746
100000,1.000000,99999,1000000000,1.000000,99999,10000,0,0.000000,16,4,9447661602
100000,1.000000,99999,1000000000,1.000000,99999,10000,0,0.000000,16,5,9443945422
100000,1.000000,99999,1000000000,1.000000,99999,1000000,0,0.000000,1,1,87161924958
100000,1.000000,99999,1000000000,1.000000,99999,1000000,0,0.000000,1,2,85980998067
100000,1.000000,99999,1000000000,1.000000,99999,1000000,0,0.000000,1,3,87124189400
100000,1.000000,99999,1000000000,1.000000,99999,1000000,0,0.000000,1,4,86031794769
100000,1.000000,99999,1000000000,1.000000,99999,1000000,0,0.000000,1,5,86992121281
100000,1.000000,99999,1000000000,1.000000,99999,1000000,0,0.000000,2,1,43687691906
100000,1.000000,99999,1000000000,1.000000,99999,1000000,0,0.000000,2,2,43689787920
100000,1.000000,99999,1000000000,1.000000,99999,1000000,0,0.000000,2,3,43672531436
100000,1.000000,99999,1000000000,1.000000,99999,1000000,0,0.000000,2,4,43684129239
100000,1.000000,99999,1000000000,1.000000,99999,1000000,0,0.000000,2,5,44097379820
100000,1.000000,99999,1000000000,1.000000,99999,1000000,0,0.000000,4,1,22790605662
100000,1.000000,99999,1000000000,1.000000,99999,1000000,0,0.000000,4,2,22529215253
100000,1.000000,99999,1000000000,1.000000,99999,1000000,0,0.000000,4,3,22756682202
100000,1.000000,99999,1000000000,1.000000,99999,1000000,0,0.000000,4,4,22827669821
100000,1.000000,99999,1000000000,1.000000,99999,1000000,0,0.000000,4,5,22521465420
100000,1.000000,99999,1000000000,1.000000,99999,1000000,0,0.000000,8,1,12362631154
100000,1.000000,99999,1000000000,1.000000,99999,1000000,0,0.000000,8,2,12247050469
100000,1.000000,99999,1000000000,1.000000,99999,1000000,0,0.000000,8,3,12372340285
100000,1.000000,99999,1000000000,1.000000,99999,1000000,0,0.000000,8,4,12338918232
100000,1.000000,99999,1000000000,1.000000,99999,1000000,0,0.000000,8,5,12296789597
100000,1.000000,99999,1000000000,1.000000,99999,1000000,0,0.000000,16,1,9964545050
100000,1.000000,99999,1000000000,1.000000,99999,1000000,0,0.000000,16,2,9919896643
100000,1.000000,99999,1000000000,1.000000,99999,1000000,0,0.000000,16,3,9900684958
100000,1.000000,99999,1000000000,1.000000,99999,1000000,0,0.000000,16,4,9905251247
100000,1.000000,99999,1000000000,1.000000,99999,1000000,0,0.000000,16,5,9898732713
100000,1.000000,99999,1000000000,1.000000,99999,100000000,0,0.000000,1,1,94543279173
100000,1.000000,99999,1000000000,1.000000,99999,100000000,0,0.000000,1,2,94552669584
100000,1.000000,99999,1000000000,1.000000,99999,100000000,0,0.000000,1,3,94579349110
100000,1.000000,99999,1000000000,1.000000,99999,100000000,0,0.000000,1,4,94523215685
100000,1.000000,99999,1000000000,1.000000,99999,100000000,0,0.000000,1,5,95604044303
100000,1.000000,99999,1000000000,1.000000,99999,100000000,0,0.000000,2,1,46140047633
100000,1.000000,99999,1000000000,1.000000,99999,100000000,0,0.000000,2,2,46109529758
100000,1.000000,99999,1000000000,1.000000,99999,100000000,0,0.000000,2,3,46116261150
100000,1.000000,99999,1000000000,1.000000,99999,100000000,0,0.000000,2,4,46607670719
100000,1.000000,99999,1000000000,1.000000,99999,100000000,0,0.000000,2,5,46675514559
100000,1.000000,99999,1000000000,1.000000,99999,100000000,0,0.000000,4,1,24206310433
100000,1.000000,99999,1000000000,1.000000,99999,100000000,0,0.000000,4,2,24144556818
100000,1.000000,99999,1000000000,1.000000,99999,100000000,0,0.000000,4,3,24271480031
100000,1.000000,99999,1000000000,1.000000,99999,100000000,0,0.000000,4,4,24141829841
100000,1.000000,99999,1000000000,1.000000,99999,100000000,0,0.000000,4,5,24027766495
100000,1.000000,99999,1000000000,1.000000,99999,100000000,0,0.000000,8,1,13044795078
100000,1.000000,99999,1000000000,1.000000,99999,100000000,0,0.000000,8,2,13146840721
100000,1.000000,99999,1000000000,1.000000,99999,100000000,0,0.000000,8,3,13124509574
100000,1.000000,99999,1000000000,1.000000,99999,100000000,0,0.000000,8,4,13179997759
100000,1.000000,99999,1000000000,1.000000,99999,100000000,0,0.000000,8,5,13126897926
100000,1.000000,99999,1000000000,1.000000,99999,100000000,0,0.000000,16,1,10658982252
100000,1.000000,99999,1000000000,1.000000,99999,100000000,0,0.000000,16,2,10631237702
100000,1.000000,99999,1000000000,1.000000,99999,100000000,0,0.000000,16,3,10652047514
100000,1.000000,99999,1000000000,1.000000,99999,100000000,0,0.000000,16,4,10623041004
100000,1.000000,99999,1000000000,1.000000,99999,100000000,0,0.000000,16,5,10630936821
100000,1.000000,99999,1000000000,1.000000,99999,100000000,100,0.500000,1,1,69097942321
100000,1.000000,99999,1000000000,1.000000,99999,100000000,100,0.500000,1,2,69098245159
100000,1.000000,99999,1000000000,1.000000,99999,100000000,100,0.500000,1,3,69025020366
100000,1.000000,99999,1000000000,1.000000,99999,100000000,100,0.500000,1,4,69034566385
100000,1.000000,99999,1000000000,1.000000,99999,100000000,100,0.500000,1,5,69082577196
100000,1.000000,99999,1000000000,1.000000,99999,100000000,100,0.500000,2,1,35634076096
100000,1.000000,99999,1000000000,1.000000,99999,100000000,100,0.500000,2,2,35618939454
100000,1.000000,99999,1000000000,1.000000,99999,100000000,100,0.500000,2,3,35728320654
100000,1.000000,99999,1000000000,1.000000,99999,100000000,100,0.500000,2,4,35750062719
100000,1.000000,99999,1000000000,1.000000,99999,100000000,100,0.500000,2,5,35789745038
100000,1.000000,99999,1000000000,1.000000,99999,100000000,100,0.500000,4,1,18071770989
100000,1.000000,99999,1000000000,1.000000,99999,100000000,100,0.500000,4,2,18108860499
100000,1.000000,99999,1000000000,1.000000,99999,100000000,100,0.500000,4,3,18043826463
100000,1.000000,99999,1000000000,1.000000,99999,100000000,100,0.500000,4,4,18208874265
100000,1.000000,99999,1000000000,1.000000,99999,100000000,100,0.500000,4,5,18423360744
100000,1.000000,99999,1000000000,1.000000,99999,100000000,100,0.500000,8,1,9888416648
100000,1.000000,99999,1000000000,1.000000,99999,100000000,100,0.500000,8,2,9809716517
100000,1.000000,99999,1000000000,1.000000,99999,100000000,100,0.500000,8,3,9917937349
100000,1.000000,99999,1000000000,1.000000,99999,100000000,100,0.500000,8,4,9814203897
100000,1.000000,99999,1000000000,1.000000,99999,100000000,100,0.500000,8,5,9865173488
100000,1.000000,99999,1000000000,1.000000,99999,100000000,100,0.500000,16,1,7763998527
100000,1.000000,99999,1000000000,1.000000,99999,100000000,100,0.500000,16,2,7730789701
100000,1.000000,99999,1000000000,1.000000,99999,100000000,100,0.500000,16,3,7737379528
100000,1.000000,99999,1000000000,1.000000,99999,100000000,100,0.500000,16,4,7729559879
100000,1.000000,99999,1000000000,1.000000,99999,100000000,100,0.500000,16,5,7752115634
100000,1.000000,99999,1000000000,1.000000,99999,100000000,100,1.000000,1,1,30184087008
100000,1.000000,99999,1000000000,1.000000,99999,100000000,100,1.000000,1,2,30696092575
100000,1.000000,99999,1000000000,1.000000,99999,100000000,100,1.000000,1,3,30174679109
100000,1.000000,99999,1000000000,1.000000,99999,100000000,100,1.000000,1,4,30168851199
100000,1.000000,99999,1000000000,1.000000,99999,100000000,100,1.000000,1,5,30189410196
100000,1.000000,99999,1000000000,1.000000,99999,100000000,100,1.000000,2,1,15205279895
100000,1.000000,99999,1000000000,1.000000,99999,100000000,100,1.000000,2,2,15197244167
100000,1.000000,99999,1000000000,1.000000,99999,100000000,100,1.000000,2,3,15141504806
100000,1.000000,99999,1000000000,1.000000,99999,100000000,100,1.000000,2,4,15150125956
100000,1.000000,99999,1000000000,1.000000,99999,100000000,100,1.000000,2,5,15156184998
100000,1.000000,99999,1000000000,1.000000,99999,100000000,100,1.000000,4,1,8020947444
100000,1.000000,99999,1000000000,1.000000,99999,100000000,100,1.000000,4,2,8007693250
100000,1.000000,99999,1000000000,1.000000,99999,100000000,100,1.000000,4,3,8134831357
100000,1.000000,99999,1000000000,1.000000,99999,100000000,100,1.000000,4,4,7977969574
100000,1.000000,99999,1000000000,1.000000,99999,100000000,100,1.000000,4,5,7999256474
100000,1.000000,99999,1000000000,1.000000,99999,100000000,100,1.000000,8,1,4644890476
100000,1.000000,99999,1000000000,1.000000,99999,100000000,100,1.000000,8,2,4667197201
100000,1.000000,99999,1000000000,1.000000,99999,100000000,100,1.000000,8,3,4642656757
100000,1.000000,99999,1000000000,1.000000,99999,100000000,100,1.000000,8,4,4625334259
100000,1.000000,99999,1000000000,1.000000,99999,100000000,100,1.000000,8,5,4645964615
100000,1.000000,99999,1000000000,1.000000,99999,100000000,100,1.000000,16,1,3558921921
100000,1.000000,99999,1000000000,1.000000,99999,100000000,100,1.000000,16,2,3658507123
